AID|Romaji|Kanji|English|Year|EpsTotal|Eps|EpsSpec|Rating|TmpRating|Vote|TmpVote|Reviews|ReviewsRating|TypeID|TypeName|isAdult
4151|Toki o Kakeru Shoujo|時をかける少女|The Girl Who Leapt Through Time|2006|3|1|2|8.52|8.41|12018|12130|12|8.01|4|Movie|0
457|Tokyo Babylon|東京BABYLON||1992-1994|3|2|1|3.95|6.23|1100|1103|1|6.16|3|OVA|0
6441|Tokyo Magnitude 8.0|東京マグニチュード8.0|Tokyo Magnitude 8.0|2009|25|11|14|8.02|7.94|4139|4164|4|7.37|2|TV Series|0
9235|Tonari no Kaibutsu-kun|となりの怪物くん|My Little Monster|2012|21|13|8|6.19|7.23|4702|4725|4|5.49|2|TV Series|0
303|Tonari no Totoro|となりのトトロ|My Neighbor Totoro|1988|16|1|13|8.33|8.20|9192|9252|8|8.74|4|Movie|0
5909|Toradora!|とらドラ!|Toradora!|2008-2009|48|25|23|8.02|8.17|12428|12615|8|7.22|2|TV Series|0
6262|Touhou Niji Sousaku Doujin Anime: Musou Kakyou|東方二次創作同人アニメ 夢想夏郷||2008-2021|19|5|13|5.34|6.85|890|896|0|-|3|OVA|0
4971|Touka Gettan|桃華月憚||2007|36|26|10|4.04|6.30|626|638|3|7.88|2|TV Series|0
53|Trigun|トライガン|Trigun|1998|29|26|3|7.72|8.15|12283|12474|17|7.72|2|TV Series|0
2810|Trinity Blood|トリニティ・ブラッド|Trinity Blood|2005|27|24|3|5.72|7.44|5615|5720|19|6.82|2|TV Series|0
10441|Trinity Seven|トリニティセブン|Trinity Seven|2014|17|12|5|4.67|6.55|3578|3599|3|6.27|2|TV Series|0
8638|TSF Monogatari|TSF物語||2011-2012|2|2|0|4.61|6.17|551|563|0|-|3|OVA|1
2478|Tsukuyomi: Moon Phase|月詠 -MOON PHASE-|Moon Phase|2004-2005|88|25|63|6.04|7.41|3028|3060|4|5.99|2|TV Series|0
2798|Twilight Q|トワイライトQ||1987|2|2|0|5.97|6.64|646|650|2|7.58|3|OVA|0
8211|Usagi Drop|うさぎドロップ|Bunny Drop|2011|42|11|31|9.15|8.55|6950|7014|3|7.44|2|TV Series|0
3427|Utawarerumono|うたわれるもの|Utawarerumono|2006|44|26|18|7.23|8.02|6682|6793|12|6.64|2|TV Series|0
11272|Utawarerumono: Itsuwari no Kamen|うたわれるもの 偽りの仮面|Utawarerumono: The False Faces|2015-2016|37|25|12|5.57|6.81|1367|1375|2|5.16|2|TV Series|0
172|Vampire Miyu|吸血姫美夕|Vampire Princess Miyu|1988-1989|4|4|0|5.28|6.78|1250|1256|1|7.50|3|OVA|0
391|Vampire Miyu (1997)|吸血姫美夕 (1997)|Vampire Princess Miyu (1997)|1997-1998|29|25|4|5.20|6.86|1088|1103|4|6.33|2|TV Series|0
3949|White Reflection|WHITE REFLECTION||1997|1|1|0|6.05|6.48|329|334|0|-|8|Music Video|0
96|Witch Hunter Robin|ウィッチハンター ロビン|Witch Hunter Robin|2002|38|26|12|6.31|7.54|5550|5610|15|7.43|2|TV Series|0
449|Wolf`s Rain|ウルフズレイン|Wolf`s Rain|2003|34|26|8|6.82|7.75|7111|7217|9|8.58|2|TV Series|0
429|X|X|X|1996|4|1|1|3.58|6.22|2214|2244|3|4.44|4|Movie|0
10955|Yamada-kun to Nananin no Majo (2015)|山田くんと7人の魔女 (2015)|Yamada-kun and the Seven Witches|2015|16|12|4|6.14|7.07|3279|3288|1|8.16|2|TV Series|0
1093|Yami to Boushi to Hon no Tabibito|ヤミと帽子と本の旅人|Traveller Yami, Hat and Book|2003|17|13|4|4.55|6.68|1676|1690|4|7.41|2|TV Series|0
7725|Yumekui Merry|夢喰いメリー|Dream Eater Merry|2011|18|13|5|4.75|6.65|2748|2770|3|5.71|2|TV Series|0
17444|Yuusha Party o Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau|勇者パーティーを追放されたビーストテイマー, 最強種の猫耳少女と出会う|Beast Tamer|2022|20|13|7|4.14|6.29|1003|1010|0|-|2|TV Series|0
412|Z.O.E Dolores,i|Z.O.E. Dolores,i|Zone of the Enders: Dolores|2001|26|26|0|5.91|7.16|851|858|2|6.91|2|TV Series|0
408|Z.O.E. 2167 Idolo|Z.O.E 2167 IDOLO|Zone of the Enders: Idolo|2001|1|1|0|5.21|6.90|974|979|1|6.83|3|OVA|0
4146|Zero no Tsukaima|ゼロの使い魔|The Familiar of Zero|2006|35|13|22|6.24|7.56|10057|10186|10|7.02|2|TV Series|0

Generes
80||18 Restricted441||1920s453||4-koma389||Acrobatics4||Action270||Action Game306||Adventure436||Africa366||Ahegao259||Air Force515||Akihabara532||Alcohol184||Alien503||All-boys School475||All-girls School126||Alternative History127||Alternative Present280||Americas70||Anal119||Android170||Angel252||Angst314||Anthropomorphism464||Anti-War423||Archery256||Art501||Art School22||Asia490||Assassin3||Audience347||Australia380||Badminton413||Baking194||Bakumatsu - Meiji Period53||Bakunyuu226||Band527||Barcelona137||Baseball138||Basketball512||Battle Royale327||BDSM315||Bestiality478||Bishoujo343||Bishounen524||Blackmail405||Board Games284||Boing57||Bondage378||Boobs in Your Face547||Borderline Hentai205||Bounty Hunter139||Boxing349||Brazil504||Breaking the Fourth Wall369||Breast Fondling50||Breasts403||Brother-Sister Incest358||Bukkake511||Bullet Time486||Calling Your Attacks346||Canada526||Catalonia202||Catgirl543||Catholic School469||Chess229||Chikan196||China471||Christmas242||Clubs454||Collateral Damage240||College141||Combat17||Comedy330||Coming of Age473||Confession160||Conspiracy183||Contemporary Fantasy83||Content Indicators257||Cooking177||Cops470||Cosplay535||Countryside360||Cream Pie542||Cross-dressing391||Cum Play393||Cum Swapping357||Cunnilingus253||Cyberpunk120||Cyborgs381||Cycling236||Daily Life463||Dark Elf265||Dark Fantasy489||Dark-skinned Girl293||Dating Sim - Visual Novel461||Debacle245||Delinquents167||Demons508||Desert161||Detective65||Dildos - Vibrators390||Dodgeball373||Doggy Style359||Double Penetration200||Dragon537||Drugs216||Dynamic186||Dystopia289||Earth468||Earthquake282||Ecchi539||Ecology412||Edo Period237||Elementary School313||Elements221||Elf407||Enema416||Enjoyable Rape271||Erotic Game279||Europe352||Exhibitionism367||Facesitting462||Fairies15||Fantasy291||Fantasy World402||Father-Daughter Incest353||Fellatio60||Female Student336||Female Teacher363||Femdom318||Fetishes322||Feudal Warfare556||Finland456||First Kiss517||Fishing368||Fisting448||Floating Island182||Football356||Foot Fetish355||Footjob382||Formula Racing116||France497||Friendship498||Furo Scene55||Futanari419||Futa x Female418||Futa x Futa522||Futa x Male12||Future269||Game333||Gangbang472||General Lack of Common Sense329||Genetic Modification27||Germany507||Ghost554||Girl Rapes Another Girl549||Glory Hole408||Go243||Goddess143||Golf263||Gunfights555||Guy Getting Raped144||Gymnastics364||Handjob241||Harem557||Hawaii440||Heian Period449||Hell485||Henshin523||Hidden Vibrator266||High Fantasy239||High School25||Historical439||Hokkaido154||Horror455||Horse Riding301||Housewives328||Human Enhancement185||Humanoid Alien376||Hyperspace Mallet395||Ice Skating199||Idol48||Incest548||Indirect Kiss410||Inline Skating545||Internal Shots541||Island339||Italy23||Japan286||Josei531||Jousting148||Judo559||Jungle201||Juujin534||Karaoke392||Kendo76||Kodomo195||Korea443||Kyoto341||Lactation52||Large Breasts520||Las Vegas323||Law and Order495||Lethal Cooking411||Lingerie73||Lolicon444||London230||Love Polygon344||Mafia175||Magic482||Magic Circles406||Mahjong247||Mahou Shoujo108||Maid273||Manga450||Mars20||Martial Arts34||Masturbation13||Mecha74||Mechanical Tentacle483||Mermaid345||Middle East238||Middle School171||Military78||Mina446||Moon400||Mother-Daughter Incest529||Mother-Son Incest140||Motorsport308||Movie394||Muay Thai538||Multiple Couples225||Music558||Nagasaki404||Naked Apron424||Nano Machines262||Navy433||Netorare434||Netori519||Nevada275||New491||New Year`s Day445||New York29||Ninja0||NONE414||Nopan458||Nosebleed274||Novel88||Nudity299||Nun59||Nurse398||Nyotaimori312||Office Lady442||Okinawa452||Oral268||Original Work437||Osaka128||Other Planet354||Paizuri283||Pantsu377||Pantyjob370||Paper Clothes209||Parallel Universe281||Parasite487||Parental Abandonment438||Paris151||Parody10||Past321||Performance326||Phallic528||Photography118||Piloted Robot396||Pirate7||Place233||Plot Continuity431||Point of View484||Politics30||Pornography26||Post-apocalypse466||Post-War117||Power Suit11||Present540||Prison435||Prostitution249||Proxy Battles551||Pseudo Blowjob552||Pseudo Tentacle Rape Scene417||Public Sex379||Pussy in Your Face372||Pussy Sandwich427||Racism33||Rape428||Religion533||Revenge421||Reverse Harem459||Reverse Trap365||Rimming121||Robot Helper198||Romance272||RPG387||Rugby432||Running with Food in Mouth228||Russia28||Samurai420||Satire46||Scat502||School Dormitory518||School Excursion457||School Festival21||School Life492||School Sports Festival8||Sci-Fi371||Scissoring79||Seinen348||Sengoku Period2||Setting86||Sex331||Sexual Abuse409||Sexual Fantasies401||Sex While on the Phone397||Shibari129||Shipboard338||Shotacon499||Shougi77||Shoujo278||Shoujo Ai5||Shounen277||Shounen Ai496||Shower Scene415||Sixty-nine374||Skimpy Clothing553||Skirt Flipping153||Slapstick429||Slavery505||Slow When It Comes to Love51||Small Breasts19||Space447||Space Colony174||Space Travel525||Spain203||Special Squads488||Spellcasting113||Sports546||Squirting422||Steampunk220||Stereotypes375||Stomach Stretch111||Strapon386||Street Racing510||Student Council460||Succubus255||Sudden Girlfriend Appearance430||Sudden Naked Girl Appearance550||Sudden Naked Guy Appearance481||Summer Festival516||Summoning342||Super Deformed18||Super Power384||Swimming173||Swordplay494||Talking Animals425||Teacher x Student146||Tennis56||Tentacle493||Terrorist317||Themes474||Thief362||Threesome530||Threesome with Sisters172||Thriller361||Throat Fucking6||Time163||Time Travel477||Toilet Humour514||Tokyo47||Torture385||Track and Field235||Tragedy513||Transfer Student149||Transforming Robot340||Trap399||Twincest244||Twisted480||Uncensored Version Available500||Under One Roof295||Underworld197||United Kingdom24||United States of America536||Unrequited Love351||Urination506||Valentine`s Day158||Vampire451||Victorian Period84||Violence285||Violent Retribution for Accidental Infringement61||Virginity130||Virtual Reality147||Volleyball544||Voyeurism250||Waitress521||Wakamezake467||War426||Wardrobe Malfunction350||Western64||Whip388||Window Fuck509||Witch465||World War I193||World War II383||Wrestling334||Yakuza38||Yaoi37||Yuri479||Zettai Ryouiki476||Zombie
