AID|Romaji|Kanji|English|Year|EpsTotal|Eps|EpsSpec|Rating|TmpRating|Vote|TmpVote|Reviews|ReviewsRating|TypeID|TypeName|isAdult
277|Juubee Ninpuuchou|獣兵衛忍風帖|Ninja Scroll|1993|10|1|7|6.47|7.46|5242|5277|5|7.59|4|Movie|0
76|Juubee-chan: Lovely Gantai no Himitsu|十兵衛ちゃん ーラブリー眼帯の秘密|Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch|1999|15|13|2|4.44|6.68|1344|1357|2|6.24|2|TV Series|0
6257|K-On!|けいおん!|K-On!|2009|44|12|32|7.28|7.78|9390|9485|8|6.80|2|TV Series|0
7307|K-On!!|けいおん!!|K-On! Season 2|2010|56|24|31|7.86|7.93|5986|6025|3|7.49|2|TV Series|0
5001|Kafka Inaka Isha|カフカ 田舎医者|Franz Kafka`s A Country Doctor|2007|4|1|3|5.83|6.62|1059|1066|1|6.66|4|Movie|0
16073|Kage no Jitsuryokusha ni Naritakute!|陰の実力者になりたくて!|The Eminence in Shadow|2022-2023|97|20|77|7.62|7.74|2174|2206|0|-|2|TV Series|0
5673|Kaiba|カイバ|Kaiba|2008|20|12|8|8.42|8.08|3393|3447|6|8.10|2|TV Series|0
17550|Kaijuu 8 Gou|怪獣8号|Kaiju No. 8|2024|33|12|21|7.75|7.78|1260|1270|1|4.50|2|TV Series|0
2178|Kakurenbo|カクレンボ|Kakurenbo: Hide & Seek|2004|9|1|8|5.31|6.81|1924|1932|3|8.05|4|Movie|0
8163|Kampfer: Fur die Liebe|けんぷファー für die Liebe|Kampfer: Fur die Liebe|2011|5|2|3|3.56|6.04|1459|1469|0|-|5|Other|0
461|Kanojo to Kanojo no Neko|彼女と彼女の猫|She and Her Cat|2000|3|1|2|6.54|7.31|3763|3783|3|8.61|3|OVA|0
4404|Kanon (2006)|Kanon (2006)|Kanon|2006-2007|43|24|19|8.20|8.32|6923|7047|14|8.50|2|TV Series|0
1088|Kao no Nai Tsuki|顔のない月|Moonlight Lady|2001-2004|6|5|1|5.48|7.00|1020|1056|3|7.16|3|OVA|1
2843|Kashimashi: Girl Meets Girl|かしまし ~ガール・ミーツ・ガール~|Kashimashi: Girl Meets Girl|2006|31|12|19|4.70|6.96|2720|2758|6|6.69|2|TV Series|0
275|Kaze no Tani no Nausicaa|風の谷のナウシカ|Nausicaa of the Valley of the Wind|1984|18|1|11|8.67|8.37|9104|9160|11|8.36|4|Movie|0
4574|Kekkaishi|結界師|Kekkaishi|2006-2008|62|52|10|7.17|8.02|3506|3578|6|6.71|2|TV Series|0
5147|Kenkou Zenrakei Suieibu Umishou|ケンコー全裸系水泳部 ウミショー||2007|16|13|3|5.80|7.33|2566|2592|3|7.27|2|TV Series|0
1054|Kigeki|喜劇|Comedy|2002|1|1|0|7.31|7.73|3064|3087|6|7.99|3|OVA|0
14107|Kimetsu no Yaiba|鬼滅の刃|Demon Slayer|2019|45|26|19|7.90|7.85|5167|5210|3|6.11|2|TV Series|0
17198|Kimetsu no Yaiba: Katanakaji no Sato Hen|鬼滅の刃 刀鍛冶の里編|Demon Slayer: Swordsmith Village Arc|2023|24|11|13|7.83|7.82|1683|1694|0|-|2|TV Series|0
16803|Kimetsu no Yaiba: Mugen Ressha Hen|鬼滅の刃 無限列車編|Demon Slayer: Mugen Train Arc|2021|13|7|6|7.73|7.79|1812|1822|0|-|2|TV Series|0
16054|Kimetsu no Yaiba: Yuukaku Hen|鬼滅の刃 遊郭編|Demon Slayer: Entertainment District Arc|2021-2022|17|11|6|8.36|8.03|2447|2462|2|6.50|2|TV Series|0
11829|Kimi no Na wa.|君の名は. your name.|Your Name.|2016|29|1|28|9.06|8.43|7455|7531|6|6.77|4|Movie|0
7031|King of Thorn|いばらの王 -King of Thorn-|King of Thorn|2009|6|1|5|5.81|6.91|1928|1931|1|6.66|4|Movie|0
3480|Kininaru Roommate|気になるルームメイト|The Roommate|2005-2006|2|2|0|5.38|6.78|657|671|0|-|3|OVA|1
2651|Kino no Tabi: Nanika o Suru Tame ni - Life Goes On.|キノの旅 何かをするために -life goes on.-||2005|2|1|1|7.74|7.77|2765|2772|2|7.49|4|Movie|0
575|Kino no Tabi: The Beautiful World|キノの旅 -the Beautiful World-|Kino`s Journey: The Beautiful World|2003|20|13|7|8.68|8.33|5527|5565|9|7.72|2|TV Series|0
17245|Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai o Tsukisusumu|金装のヴェルメイユ~崖っぷち魔術師は最強の厄災と魔法世界を突き進む~|Vermeil in Gold|2022|20|12|8|3.88|6.16|954|963|0|-|2|TV Series|0
1675|Koi Kaze|恋風|Koi Kaze|2004|17|13|4|6.72|7.56|3348|3401|9|8.03|2|TV Series|0
1981|Kojin Taxi|股人タクシー|Sex Taxi|2002-2004|6|5|1|4.45|6.26|443|455|1|6.16|3|OVA|1
8742|Kokoro Connect|ココロコネクト|Kokoro Connect|2012|38|13|25|7.11|7.55|5131|5161|6|7.44|2|TV Series|0
10959|Kokoro ga Sakebitagatterunda.|心が叫びたがってるんだ.|The Anthem of the Heart|2015|4|1|3|7.84|7.74|1871|1881|0|-|4|Movie|0
2514|Korashime|懲らしめ|Punishment|2001|3|2|1|4.03|5.90|348|354|0|-|3|OVA|1
9394|Kotoura-san|琴浦さん|The Troubled Life of Miss Kotoura|2013|35|12|23|5.58|6.94|3024|3042|2|5.08|2|TV Series|0
2826|Koukyoushihen: Eureka Seven|交響詩篇エウレカセブン|Eureka Seven|2005-2006|72|50|22|7.95|8.28|9188|9374|19|8.33|2|TV Series|0
14201|Kumo Desu ga, Nanika?|蜘蛛ですが, なにか?|So I`m a Spider, So What?|2021|51|24|27|5.86|6.98|1909|1927|4|3.78|2|TV Series|0
469|Kumo no Mukou, Yakusoku no Basho|雲のむこう, 約束の場所|The Place Promised in Our Early Days|2004|13|1|7|7.70|8.07|7383|7440|7|8.18|4|Movie|0
5535|Kurenai|紅|Kurenai|2008|23|12|11|6.86|7.68|4572|4606|8|7.07|2|TV Series|0
306|Kurenai no Buta|紅の豚|Porco Rosso|1992|13|1|7|7.75|7.85|5010|5029|3|8.27|4|Movie|0
581|Last Exile|LASTEXILE|Last Exile|2003|33|26|7|7.73|8.19|8843|8983|21|8.28|2|TV Series|0
8260|Last Exile: Gin`yoku no Fam|LASTEXILE 銀翼のファム|Last Exile: Fam, the Silver Wing|2011-2012|43|21|22|5.39|6.84|1396|1408|5|5.16|2|TV Series|0
3442|Last Order: Final Fantasy VII|Last Order: Final Fantasy VII||2005|1|1|0|5.61|7.31|4067|4098|5|6.19|3|OVA|0
4396|Le Chevalier D`Eon|シュヴァリエ Le Chevalier D`Eon|Le Chevalier D`Eon|2006-2007|28|24|4|6.13|7.33|1627|1642|7|8.33|2|TV Series|0
9677|Log Horizon|ログ・ホライズン|Log Horizon|2013-2014|28|25|3|7.57|7.77|6297|6341|5|6.29|2|TV Series|0
10551|Log Horizon (2014)|ログ・ホライズン (2014)|Log Horizon 2|2014-2015|28|25|3|6.14|7.16|4130|4145|1|5.00|2|TV Series|0
35|Love Hina|ラブひな|Love Hina|2000|41|24|17|6.39|7.69|10088|10261|20|6.94|2|TV Series|0
4777|Lucky Star|らき☆すた|Lucky Star|2007|48|24|21|7.63|8.00|8997|9157|12|7.01|2|TV Series|0
5932|Lucky Star OVA: JK|らき☆すた OVA JK|Lucky Star OVA|2008|4|1|3|7.60|7.83|4108|4131|2|8.33|3|OVA|0
427|Macross Zero|マクロス ゼロ||2002-2004|11|5|6|7.52|7.96|4013|4055|7|8.30|3|OVA|0
1654|Madlax|マドラックス|Madlax|2004|45|26|19|5.77|7.26|2666|2695|7|6.14|2|TV Series|0
6075|Magical Girl Lyrical Nanoha The Movie 1st|Magical Girl Lyrical NANOHA The MOVIE 1st||2010|5|1|4|7.86|7.74|1240|1247|1|8.33|4|Movie|0
8069|Mahou Shoujo Madoka Magica|魔法少女まどか★マギカ PUELLA MAGI MADOKA MAGICA|Puella Magi Madoka Magica|2011|34|12|22|8.59|8.24|9568|9674|14|7.48|2|TV Series|0
18076|Mahou Tsukai no Yome Season 2 (2023)|魔法使いの嫁 SEASON2 (2023)|The Ancient Magus` Bride Season 2 (2023)|2023|14|12|2|7.09|7.35|560|562|1|5.66|2|TV Series|0
10182|Mahouka Koukou no Rettousei|魔法科高校の劣等生 The irregular at magic high school|The Irregular at Magic High School|2014|84|26|58|6.18|7.16|5092|5147|8|4.56|2|TV Series|0
1554|Mai-HiME|舞-HiME|My-HiME|2004-2005|77|26|43|6.96|7.96|7672|7777|16|7.46|2|TV Series|0
286|Majo no Takkyuubin|魔女の宅急便|Kiki`s Delivery Service|1989|19|1|13|8.02|8.04|6917|6941|6|8.24|4|Movie|0
2747|Maple Colors|Maple Colors|Maple Colors|2004-2005|2|2|0|5.09|6.73|678|704|1|6.83|3|OVA|1
17478|Mashle|マッシュル-MASHLE-|Mashle: Magic and Muscles|2023|41|12|29|5.61|6.92|1382|1391|1|7.00|2|TV Series|0
253|Megami Kouhosei|女神候補生|Pilot Candidate|2000|23|12|11|3.39|6.14|1272|1287|3|7.16|2|TV Series|0
263|Megami Kouhosei Special Curriculum: Nakama|女神候補生 スペシャルカリキュラム ~仲間~|Pilot Candidate: Comrades|2002|2|1|1|3.20|6.00|519|526|0|-|3|OVA|0
647|MeiKing|めい・king|MeiKing|1999-2001|4|4|0|4.10|5.98|385|392|2|4.83|3|OVA|1
10110|Mikakunin de Shinkoukei|未確認で進行形|Engaged to the Unidentified|2014|48|12|36|6.23|7.19|3018|3029|1|5.83|2|TV Series|0
4309|Minami-ke|みなみけ||2007|22|13|9|7.60|8.00|5467|5500|5|7.26|2|TV Series|0
5297|Miyori no Mori|ミヨリの森||2007|4|1|3|6.44|7.10|687|689|1|8.16|7|TV Special|0
7622|MM!|えむえむっ!|MM!|2010|29|12|17|4.85|6.72|3041|3062|2|5.50|2|TV Series|0
8270|Momo e no Tegami|ももへの手紙|A Letter to Momo|2011|1|1|0|7.44|7.50|1393|1396|1|9.33|4|Movie|0
7|Mononoke-hime|もののけ姫|Princess Mononoke|1997|23|1|17|8.80|8.55|14309|14435|11|8.95|4|Movie|0
1539|Monster|MONSTER|Monster|2004-2005|92|74|18|8.84|8.59|8825|9012|21|7.89|2|TV Series|0
2899|Mori no Densetsu|森の伝説|Legend of the Forest|1988|1|1|0|6.24|6.35|244|244|2|5.75|4|Movie|0
4393|Murder|殺人MURDER||1964|1|1|0|4.28|5.35|244|246|0|-|4|Movie|0
3433|Mushishi|蟲師|Mushi-Shi|2005-2006|42|26|16|8.97|8.68|10171|10359|15|8.42|2|TV Series|0
10384|Mushishi Zoku Shou|蟲師 続章|Mushi-Shi The Next Passage|2014|14|11|3|9.42|8.55|3013|3035|2|8.41|2|TV Series|0
10571|Mushishi Zoku Shou (2014)|蟲師 続章 (2014)|Mushi-Shi The Next Passage (2014)|2014|15|10|5|9.60|8.64|2645|2670|3|6.61|2|TV Series|0
17236|Mushoku Tensei II: Isekai Ittara Honki Dasu|無職転生II ~異世界行ったら本気だす~|Mushoku Tensei: Jobless Reincarnation Season 2|2023|19|12|7|7.77|7.76|1850|1864|1|3.50|2|TV Series|0
18104|Mushoku Tensei II: Isekai Ittara Honki Dasu (2024)|無職転生II ~異世界行ったら本気だす~ (2024)|Mushoku Tensei: Jobless Reincarnation Season 2 (2024)|2024|16|12|4|8.08|7.85|1349|1360|1|3.50|2|TV Series|0
14758|Mushoku Tensei: Isekai Ittara Honki Dasu|無職転生~異世界行ったら本気だす~|Mushoku Tensei: Jobless Reincarnation|2021|26|11|15|8.13|7.90|3965|4010|5|7.29|2|TV Series|0
15954|Mushoku Tensei: Isekai Ittara Honki Dasu (2021)|無職転生~異世界行ったら本気だす~ (2021)|Mushoku Tensei: Jobless Reincarnation (2021)|2021|33|12|21|8.51|8.08|3079|3106|2|6.25|2|TV Series|0
1663|Mutsu Enmei Ryuu Gaiden: Shura no Toki|陸奥圓明流外伝 修羅の刻|Shura no Toki - Age of Chaos|2004|28|26|2|6.65|7.71|1704|1732|3|7.99|2|TV Series|0
10596|Nanatsu no Taizai|七つの大罪 The Seven Deadly Sins|The Seven Deadly Sins|2014-2015|52|24|28|6.98|7.50|5298|5334|2|5.83|2|TV Series|0
4399|Nanmu Ichibyousokusai|南無一病息災|Praise Be to Small Ills|1973|1|1|0|5.40|5.52|70|70|0|-|4|Movie|0
239|Naruto|NARUTO|Naruto|2002-2007|278|220|34|5.69|7.55|17308|18274|52|7.40|2|TV Series|0
4880|Naruto Shippuuden|NARUTO 疾風伝|Naruto Shippuden|2007-2017|571|500|67|5.97|7.57|9448|9932|5|7.83|2|TV Series|0
7070|Natsumushi The Animation|夏蟲 THE ANIMATION||2009-2010|2|2|0|4.83|6.20|377|383|0|-|3|OVA|1
2452|Natural 2: Duo|ナチュラル2 デュオ|Natural Obsessions 2|2001-2003|4|4|0|4.72|6.06|300|304|0|-|3|OVA|1
679|Neko no Ongaeshi|猫の恩返し|The Cat Returns|2002|7|1|4|6.80|7.53|4624|4645|6|6.52|4|Movie|0
8168|Nichijou|日常|Nichijou: My Ordinary Life|2011|117|26|79|8.18|7.97|5136|5177|3|7.44|2|TV Series|0
4479|Ningen Doubutsuen|人間動物園|Human Zoo|1962|1|1|0|1.33|2.65|437|441|0|-|4|Movie|0
16538|Ningen Fushin no Boukensha-tachi ga Sekai o Sukuu You Desu|人間不信の冒険者たちが世界を救うようです|Ningen Fushin: Adventurers Who Don`t Believe in Humanity Will Save the World|2023|23|12|11|3.05|5.70|819|824|0|-|2|TV Series|0
9998|No Game No Life|ノーゲーム・ノーライフ|No Game No Life|2014|41|12|29|7.74|7.85|9127|9199|7|7.56|2|TV Series|0
5581|Nogizaka Haruka no Himitsu|乃木坂春香の秘密||2008|35|12|23|5.64|7.22|3521|3561|5|6.29|2|TV Series|0
13|Noir|ノワール|Noir|2001|39|26|13|6.24|7.47|5703|5761|17|6.91|2|TV Series|0
4453|Noisy Birth|我ハ機ナリ||2000|1|1|0|2.33|4.47|392|399|0|-|8|Music Video|0
9722|Non Non Biyori|のんのんびより|Non Non Biyori|2013|18|12|6|7.83|7.78|3582|3597|2|6.83|2|TV Series|0
10232|Non Non Biyori: Okinawa e Iku Koto ni Natta|のんのんびより 沖縄へ行くことになった||2014|1|1|0|7.17|7.50|1606|1611|0|-|3|OVA|0
9925|Noragami|ノラガミ|Noragami|2014|17|12|5|6.68|7.41|6695|6732|1|5.00|2|TV Series|0
69|One Piece|ONE PIECE|One Piece|1999|1323|0|140|8.33|8.58|9536|10270|20|8.68|2|TV Series|0
11123|One Punch Man|ONE PUNCH MAN ワンパンマン|One-Punch Man|2015|52|12|40|8.70|8.33|9498|9586|12|5.90|2|TV Series|0
4398|Oni|鬼||1972|1|1|0|5.63|5.76|166|167|0|-|4|Movie|0
8832|Ookami Kodomo no Ame to Yuki|おおかみこどもの雨と雪|Wolf Children|2012|20|1|19|8.93|8.35|4922|4941|5|7.19|4|Movie|0
7525|Ore no Imouto ga Konna ni Kawaii Wake ga Nai|俺の妹がこんなに可愛いわけがない|Oreimo|2010|86|12|74|6.16|7.28|7629|7698|6|7.05|2|TV Series|0
9134|Ore no Imouto ga Konna ni Kawaii Wake ga Nai.|俺の妹がこんなに可愛いわけがない.|Oreimo 2|2013|82|13|69|5.46|6.89|4312|4343|1|7.16|2|TV Series|0
8262|Otokonoko Ojou-sama! Hikaru to Ayana no Himitsu Collection|オトコの娘お嬢様っ 光と綾奈の秘密コレクション||2011|3|1|2|3.07|5.06|232|234|0|-|3|OVA|1
4148|Ouran Koukou Host Club|桜蘭高校ホスト部[クラブ]|Ouran High School Host Club|2006|31|26|5|7.92|8.30|9444|9656|9|7.94|2|TV Series|0
65|Puni Puni Poemi|ぷにぷに☆ぽえみぃ|Puni Puni Poemy|2001|7|2|5|4.80|6.79|3096|3117|4|8.78|3|OVA|0
105|R.O.D: Read or Die|R.O.D READ OR DIE|R.O.D - Read or Die|2001-2002|6|3|3|7.14|7.79|5629|5666|5|8.19|3|OVA|0
14|RahXephon|ラーゼフォン|RahXephon|2002|51|26|16|6.72|7.68|5711|5778|13|8.25|2|TV Series|0
7969|RahXephon Kansoukyoku: Kanojo to Kanojo Jishin to - Thatness and Thereness|ラーゼフォン 間奏曲 / 彼女と彼女自身と 「Thatness And Thereness」||2003|1|1|0|3.95|5.94|482|482|0|-|3|OVA|0
4576|Ranma 1/2|らんま1/2|Ranma 1/2|1989|23|18|5|7.04|7.62|3046|3073|2|8.16|2|TV Series|0
405|Ranma 1/2 (1993)|らんま1/2 (1993)||1993-1994|13|6|7|7.14|7.59|1376|1387|0|-|3|OVA|0
193|Ranma 1/2 Nettou Hen|らんま1/2 熱闘編|Ranma 1/2 (1989)|1989-1992|181|143|38|6.76|7.63|3669|3730|3|6.88|2|TV Series|0
2995|Ranma 1/2 Special|らんま1/2 スペシャル||1994-1995|7|2|5|6.54|7.31|1032|1039|0|-|3|OVA|0
2996|Ranma 1/2 Super|らんま1/2 SUPER||1995-1996|12|3|9|6.88|7.42|1054|1060|0|-|3|OVA|0
2850|Ranma 1/2: Chou Musabetsu Kessen! Ranma Team VS Densetsu no Houou|らんま1/2 超無差別決戦! 乱馬チームVS伝説の鳳凰||1994|3|1|2|6.06|7.15|1027|1034|0|-|4|Movie|0
11370|Re:Zero kara Hajimeru Isekai Seikatsu|Re:ゼロから始める異世界生活|Re:Zero - Starting Life in Another World|2016|72|25|33|7.75|7.84|7672|7747|7|6.16|2|TV Series|0
546|Renzu: Futari no Kyori|恋図~ふたりの距離~|Renzu: The Distance Between the Two|2000|1|1|0|3.02|5.23|233|235|0|-|3|OVA|1
3452|Requiem|REQUIEM [レクイエム]|Anal Sanctuary|2005|2|2|0|2.97|5.40|474|484|1|6.83|3|OVA|1
9128|Robotics;Notes|Robotics;Notes|Robotics;Notes|2012-2013|66|22|44|5.74|6.99|2817|2826|2|5.25|2|TV Series|0
90|Rurouni Kenshin: Meiji Kenkaku Romantan|るろうに剣心 -明治剣客浪漫譚-|Rurouni Kenshin|1996-1998|118|94|23|7.79|8.24|8986|9208|14|8.18|2|TV Series|0
422|Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem|るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌|Samurai X: The Motion Picture|1997|4|1|1|5.72|7.33|3478|3512|1|8.16|4|Movie|0
195|Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou Hen|るろうに剣心 -明治剣客浪漫譚- 星霜編|Samurai X: Reflection|2001-2002|2|2|0|7.55|8.06|4967|5029|7|6.30|3|OVA|0
73|Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku Hen|るろうに剣心 -明治剣客浪漫譚- 追憶編|Samurai X: Trust & Betrayal|1999|7|4|3|9.13|8.89|11627|11965|20|9.20|3|OVA|0
113|Saishuuheiki Kanojo|最終兵器彼女|Saikano|2002|20|13|7|6.41|7.55|5155|5217|16|8.03|2|TV Series|0
4150|Saiunkoku Monogatari|彩雲国物語|The Story of Saiunkoku|2006-2007|47|39|8|7.78|8.16|2374|2415|3|7.16|2|TV Series|0
489|Sakura Taisen Ouka Kenran|サクラ大戦 桜華絢爛|Sakura Wars OVA|1997-1998|6|4|2|4.89|6.52|450|452|1|6.16|3|OVA|0
9153|Sakura-sou no Pet na Kanojo|さくら荘のペットな彼女|The Pet Girl of Sakurasou|2012-2013|60|24|36|7.21|7.62|5706|5761|7|6.76|2|TV Series|0
1543|Samurai Champloo|サムライチャンプルー|Samurai Champloo|2004-2005|37|26|11|8.22|8.43|14555|14827|24|8.24|2|TV Series|0
8434|School|School||2011-2012|2|2|0|5.08|6.28|297|302|0|-|3|OVA|1
640|Scrapped Princess|スクラップド・プリンセス|Scrapped Princess|2003|50|24|26|7.14|7.92|7284|7341|14|7.43|2|TV Series|0
47|Scryed|スクライド|s-CRY-ed|2001|76|26|50|5.57|7.29|3739|3789|11|7.05|2|TV Series|0
6|Seikai no Danshou: Tanjou|星界の断章 誕生|Crest of the Stars: Birth|2000|1|1|0|6.46|7.35|2180|2187|3|6.22|7|TV Special|0
1|Seikai no Monshou|星界の紋章|Crest of the Stars|1999|17|13|4|8.23|8.20|5028|5059|12|8.70|2|TV Series|0
884|Seikai no Senki Tokubetsu Hen|星界の戦旗 特別編|Banner of the Stars Movie|2001|1|1|0|7.04|7.52|765|769|1|8.50|7|TV Special|0
4403|Seirei no Moribito|精霊の守り人|Moribito: Guardian of the Spirit|2007|29|26|3|8.55|8.49|7656|7763|17|8.78|2|TV Series|0
7532|Seitokai Yakuindomo|生徒会役員共||2010|31|13|18|6.54|7.39|4966|4998|3|6.72|2|TV Series|0
112|Sen to Chihiro no Kamikakushi|千と千尋の神隠し|Spirited Away|2001|45|1|34|8.77|8.52|15452|15554|12|8.69|4|Movie|0
99|Serial Experiments Lain|シリアルエクスペリメンツレイン|Serial Experiments Lain|1998|59|13|46|7.52|7.93|10185|10304|16|7.89|2|TV Series|0
3408|Shakugan no Shana|灼眼のシャナ|Shakugan no Shana|2005-2006|68|24|44|6.73|7.81|10448|10594|13|7.44|2|TV Series|0
5145|Shakugan no Shana Second|灼眼のシャナII[Second]|Shakugan no Shana Second|2007-2008|52|24|28|6.33|7.57|6146|6216|4|6.78|2|TV Series|0
4400|Shijin no Shougai|詩人の生涯|The Life of a Poet|1974|1|1|0|5.71|5.65|135|135|0|-|4|Movie|0
2190|Shin Angyou Onshi|新暗行御史|Blade of the Phantom Master|2004|3|1|0|6.03|7.30|1643|1667|3|4.83|4|Movie|0
229|Shin Kidou Senki Gundam Wing|新機動戦記ガンダムW|Mobile Suit Gundam Wing|1995-1996|81|49|32|6.05|7.39|3613|3660|11|6.14|2|TV Series|0
496|Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu Hen|新機動戦記ガンダムW[ウイング] Endless Waltz -特別篇-|Gundam Wing: Endless Waltz|1998|9|1|6|6.47|7.51|1861|1878|2|8.75|4|Movie|0
9541|Shingeki no Kyojin|進撃の巨人 attack on titan|Attack on Titan|2013|49|25|24|8.26|8.18|12033|12203|8|7.10|2|TV Series|0
1015|Shingetsutan Tsukihime|真月譚 月姫|Tsukihime - Lunar Legend|2003|18|12|5|6.54|7.68|8482|8582|14|7.80|2|TV Series|0
16732|Shinmai Renkinjutsushi no Tenpo Keiei|新米錬金術師の店舗経営|Management of a Novice Alchemist|2022|42|12|30|3.73|5.94|587|591|0|-|2|TV Series|0
22|Shinseiki Evangelion|新世紀エヴァンゲリオン|Neon Genesis Evangelion|1995-1996|76|26|46|7.93|8.24|18146|18539|33|8.00|2|TV Series|0
10779|Shirobako|SHIROBAKO|Shirobako|2014-2015|53|24|29|8.68|8.07|3039|3056|2|8.08|2|TV Series|0
8554|Shoukoujo The Animation|少交女 THE ANIMATION||2011-2012|2|2|0|4.99|6.21|399|405|0|-|3|OVA|1
5019|Sola|sola||2007|25|13|12|5.96|7.44|3603|3638|7|7.85|2|TV Series|0
10254|Soul Eater Not!|ソウルイーターノット!|Soul Eater Not!|2014|15|12|3|3.42|5.77|1546|1558|0|-|2|TV Series|0
4480|Speed|スピード||1980|1|1|0|4.06|5.35|194|195|0|-|4|Movie|0
2696|Speed Grapher|スピードグラファー|Speed Grapher|2005|32|24|8|6.29|7.57|4612|4670|10|7.03|2|TV Series|0
16947|Spy x Family|SPY×FAMILY|Spy x Family|2022|27|12|15|8.29|8.00|3218|3241|0|-|2|TV Series|0
7729|Steins;Gate|Steins;Gate|Steins;Gate|2011|57|24|33|9.48|8.84|12458|12728|12|8.46|2|TV Series|0
2185|Stranger: Mukou Hadan|ストレンヂア -無皇刃譚-|Sword of the Stranger|2007|4|1|3|8.35|8.23|6330|6369|4|8.70|4|Movie|0
9772|Strike the Blood|ストライク・ザ・ブラッド|Strike the Blood|2013-2014|31|24|7|5.21|6.81|3419|3444|2|6.33|2|TV Series|0
6249|Summer Wars|サマーウォーズ|Summer Wars|2009|4|1|3|8.03|8.01|7098|7145|9|6.79|4|Movie|0
2756|Survival 2.7-D Animation Version|サバイバル 2.7-D ANIMATION VERSION||1999|1|1|0|5.55|6.24|411|413|1|6.83|8|Music Video|0
7221|Suzumiya Haruhi no Shoushitsu|涼宮ハルヒの消失|The Disappearance of Haruhi Suzumiya|2010|15|1|14|9.39|8.66|7217|7278|5|8.09|4|Movie|0
6367|Suzumiya Haruhi no Yuuutsu (2009)|涼宮ハルヒの憂鬱 (2009)|The Melancholy of Haruhi Suzumiya (2009)|2009|46|28|18|5.56|7.00|7451|7536|6|5.85|2|TV Series|0
8692|Sword Art Online|ソードアート・オンライン|Sword Art Online|2012|80|25|55|6.30|7.34|11978|12148|16|5.26|2|TV Series|0
10376|Sword Art Online II|ソードアート・オンラインII|Sword Art Online II|2014|78|24|54|5.07|6.79|6961|7016|5|5.86|2|TV Series|0
10022|Sword Art Online: Extra Edition|ソードアート・オンライン Extra Edition|Sword Art Online: Extra Edition|2013|5|1|4|3.85|6.24|3368|3394|1|6.83|7|TV Special|0
389|Tales of Eternia The Animation|Tales of Eternia THE ANIMATION||2001|14|13|1|3.36|6.16|1103|1111|2|6.99|2|TV Series|0
1374|Tales of Phantasia The Animation|テイルズ オブ ファンタジア THE ANIMATION|Tales of Phantasia - The Animation|2004-2006|14|4|10|5.13|7.02|1506|1528|3|6.77|3|OVA|0
4548|Tales of Symphonia The Animation|テイルズ オブ シンフォニア THE ANIMATION|Tales of Symphonia The Animation: Sylvarant Episode|2007|20|4|16|5.07|6.98|1551|1578|0|-|3|OVA|0
9077|Tari Tari|TARI TARI|Tari Tari|2012|41|13|28|6.10|7.04|2144|2152|3|7.99|2|TV Series|0
4575|Tengen Toppa Gurren Lagann|天元突破 グレンラガン|Gurren Lagann|2007|39|27|12|8.74|8.57|13908|14235|29|8.61|2|TV Series|0
184|Tenkuu no Escaflowne|天空のエスカフローネ|The Vision of Escaflowne|1996|52|26|26|7.07|7.77|6164|6205|11|8.24|2|TV Series|0
331|Tenkuu no Shiro Laputa|天空の城ラピュタ|Laputa: Castle in the Sky|1986|19|1|13|8.29|8.17|7541|7565|5|8.73|4|Movie|0
4571|Tenpouibun Ayakashiayashi|天保異聞 妖奇士|Ghost Slayers Ayashi|2006-2007|34|25|9|5.13|7.01|1062|1070|5|7.06|2|TV Series|0
3470|Tenrankai no E|展覧会の絵|Pictures at an Exhibition|1966|1|1|0|6.14|6.14|249|249|1|7.50|4|Movie|0
16785|Tensei Shitara Ken Deshita|転生したら剣でした|Reincarnated as a Sword|2022|31|12|19|6.35|7.19|1494|1500|0|-|2|TV Series|0
4088|The Third: Aoi Hitomi no Shoujo|ザ・サード 蒼い瞳の少女|The Third: The Girl with the Blue Eye|2006|35|24|11|6.34|7.56|2305|2326|5|6.33|2|TV Series|0
7478|Toaru Hikuushi e no Tsuioku|とある飛空士への追憶|The Princess and the Pilot|2011|1|1|0|7.29|7.56|1581|1585|1|6.50|4|Movie|0
6460|Toaru Kagaku no Railgun|とある科学の超電磁砲[レールガン]|A Certain Scientific Railgun|2009-2010|43|24|19|6.80|7.54|6207|6256|2|6.91|2|TV Series|0
7975|Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara|とある科学の超電磁砲[レールガン] 御坂さんはいま注目の的ですから||2010|3|1|2|6.33|7.23|2333|2348|0|-|3|OVA|0
5975|Toaru Majutsu no Index|とある魔術の禁書目録|A Certain Magical Index|2008-2009|38|24|13|6.05|7.35|8455|8524|3|6.16|2|TV Series|0
7599|Toaru Majutsu no Index II|とある魔術の禁書目録[インデックス]II|A Certain Magical Index II|2010-2011|35|24|11|6.31|7.32|5152|5186|2|5.91|2|TV Series|0
