AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
193|2233|1|Clash of the Delivery Girls! The Martial Arts Takeout Race||激突! 出前格闘レース|25|20.10.1989 00:00|5.03|9|0|2
193|2238|2|You Really Do Hate Cats!||やっぱり猫が嫌い?|25|03.11.1989 00:00|7.83|9|0|2
193|2243|3|This Ol` Gal`s the Leader of the Amazon Tribe!||私が女傑族のおばば!|25|10.11.1989 00:00|6.90|8|0|2
193|2249|4|Behold! The "Chestnuts Roasting on an Open Fire" Technique||出た! 必殺天津甘栗拳!!|25|17.11.1989 00:00|6.94|8|0|2
193|2232|5|Enter Mousse! The Fist of the White Swan||白鳥拳の男ムース登場!|25|24.11.1989 00:00|6.37|8|0|2
193|2236|6|Cool Runnings! The Race of the Snowmen||爆走! 雪だるま運びレース|25|01.12.1989 00:00|6.64|8|0|2
193|2230|7|The Abduction of P-Chan||さらわれたPちゃん!|25|08.12.1989 00:00|5.70|11|0|2
193|2245|8|Close Call! The Dance of Death... On Ice!||危機一髪! 死霊の盆踊り|25|15.12.1989 00:00|7.07|11|0|2
193|2250|9|P-chan Explodes! The Icy Fountain of Love!||Pちゃん爆発! 愛の水柱|25|22.12.1989 00:00|6.09|11|0|2
193|2248|10|Ranma Trains on Mt. Terror||乱馬恐怖の山ごもり|25|12.01.1990 00:00|5.31|8|0|2
193|2241|11|The Breaking Point!? Ryoga`s Great Revenge||爆砕点穴とは? 良牙大逆襲|25|19.01.1990 00:00|7.08|8|0|2
193|2242|12|Danger at the Tendo Dojo!||危うし! 天道道場|25|26.01.1990 00:00|6.06|8|0|2
193|2247|13|The Abduction of Akane!||さらわれたあかね!|25|02.02.1990 00:00|5.71|8|0|2
193|2231|14|Ranma vs. Mousse! To Lose Is to Win||対決ムース! 負けるが勝ち|25|09.02.1990 00:00|5.84|8|0|2
193|2235|15|Enter Happosai, the Lustful Lecher!||究極のエロ妖怪八宝斉|25|16.02.1990 00:00|7.82|8|0|2
193|2240|16|Assault on the Girl`s Locker Room||女子更衣室を襲え?|25|23.02.1990 00:00|6.93|8|0|2
193|2246|17|Kuno`s House of Gadgets! Guests Check In, But They Don`t Check Out||鬼も逃げだすカラクリ屋敷|25|02.03.1990 00:00|5.71|8|0|2
193|2251|18|Goodbye Girl-Type||これで女とおさらば?|25|09.03.1990 00:00|4.72|8|0|2
193|2234|19|It`s a Fine Line Between Pleasure and Pain||愛と憎しみの贈物|25|16.03.1990 00:00|4.92|8|0|2
193|2239|20|S.O.S.! The Wrath of Happosai||SOSエロ妖怪八宝斉|25|23.03.1990 00:00|5.88|8|0|2
193|2244|21|Kissing Is Such Sweet Sorrow! The Taking of Akane`s Lips||あかねの口びるを奪え|25|06.04.1990 00:00|7.31|10|0|2
193|2237|22|Bathhouse Battle! We`re in Some Hot Water Now||いい湯だな? 銭湯で戦闘|25|13.04.1990 00:00|7.23|9|0|2
193|2267|23|Ranma Gains Yet Another Suitor||また一人 乱馬を愛したヤツ|25|20.04.1990 00:00|6.01|9|0|2
193|2272|24|Ryoga & Akane: 2-Gether, 4-Ever||熱愛? 良牙とあかね|25|27.04.1990 00:00|6.89|10|0|2
193|2254|25|Sneeze Me, Squeeze Me, Please Me! Shampoo`s Recipe for Disaster||くしゃみ一発愛してナイト|25|04.05.1990 00:00|6.01|9|0|2
193|2260|26|Rub-a-Dub-Dub! There`s a Pervert in the Tub||幻の八宝大華輪を探せ|25|11.05.1990 00:00|4.75|9|0|2
193|2266|27|I Love You! My Dear, Dear Ukyo||大好き! 私のうっちゃん|25|18.05.1990 00:00|5.64|9|0|2
193|2271|28|The Witch Who Loved Me: A Japanese Ghost Story||魔女が愛した下着ドロボー|25|25.05.1990 00:00|4.23|9|0|2
193|2252|29|Transform! Akane the Super-Duper Girl||変身! ムキムキマンあかね|25|01.06.1990 00:00|7.50|9|0|2
193|2258|30|The Killer from Jusenkyo||呪泉郷から来た殺し屋|25|08.06.1990 00:00|7.04|9|0|2
193|2264|31|Am I... Pretty? Ranma`s Declaration of Womanhood||私ってきれい? 乱馬女宣言|25|15.06.1990 00:00|7.81|14|0|2
193|2257|32|Final Facedown! Happosai vs. the Invisible Man||対決! 八宝斉VS透明人間|25|22.06.1990 00:00|3.27|9|0|2
193|2263|33|Les Miserables of the Kuno Estate||九能家のレ・ミゼラブル|25|29.06.1990 00:00|3.93|9|0|2
193|2269|34|Ghost Story! Ranma and the Magic Sword||怪談! 乱馬と魔性の剣|25|06.07.1990 00:00|4.49|9|0|2
193|2274|35|All It Takes Is One! The Kiss of Love Is the Kiss of Death||一粒コロリ・絶倫ホレ薬|25|13.07.1990 00:00|7.30|9|0|2
193|2256|36|Ultimate Team-Up!? The Ryoga/Mousse Alliance||史上最強? 良牙とムース同盟|25|20.07.1990 00:00|4.88|9|0|2
193|2262|37|Back to the Happosai!||バック・トゥ・ザ・八宝斉|25|27.07.1990 00:00|6.72|9|0|2
193|2268|38|Kodachi the Black Rose! The Beeline of True Love||黒バラの小太刀! 純愛一直線|25|03.08.1990 00:00|5.72|9|0|2
193|2273|39|The Last Days of Happosai...?||八宝斉 最期の日?|25|10.08.1990 00:00|6.46|9|0|2
193|2255|40|Two, Too Violent Girls: Ling-Ling & Lung-Lung||暴れん坊娘 リンリンランラン|25|17.08.1990 00:00|7.21|10|0|2
193|2261|41|Ranma and the Evil Within||乱馬を襲う恐怖のタタリ|25|24.08.1990 00:00|6.35|9|0|2
193|2253|42|Enter Ken and His Copycat Kerchief||登場! ものまね格闘技|25|31.08.1990 00:00|4.99|9|0|2
193|2259|43|Ryoga`s Miracle Cure! Hand Over That Soap||良牙の体質改善セッケン!|25|07.09.1990 00:00|6.18|9|0|2
193|2265|44|Fight! The Anything-Goes Obstacle Course Race||格闘! 障害物レース|25|14.09.1990 00:00|6.18|8|0|2
193|2275|45|Ranma Goes Back to Jusenkyo At Last||乱馬, ついに呪泉郷へ行く|25|21.09.1990 00:00|4.49|8|0|2
193|2281|46|The Return of the Hawaiian Headmaster from Hell||帰ってきた変態校長|25|05.10.1990 00:00|4.47|8|0|2
193|2285|47|Enter Kuno, the Night-Prowling Knight||登場! 史上最強の九能|25|12.10.1990 00:00|2.72|8|0|2
193|2288|48|Ranma Gets Weak!!||乱馬が弱くなっちゃった!|25|19.10.1990 00:00|6.52|8|0|2
193|2293|49|Eureka! The Desperate Move of Desperation||完成! とんでもない必殺技|25|26.10.1990 00:00|4.74|8|0|2
193|2279|50|Showdown! Can Ranma Make a Comeback?||決戦! 乱馬復活なるか?|25|02.11.1990 00:00|5.36|8|0|2
193|2270|51|Ukyo`s Skirt! The Great Girly-Girl Gambit||右京のスカート大作戦!|25|09.11.1990 00:00|3.44|8|0|2
193|2292|52|Here Comes Ranma`s Mom!||乱馬のママがやってきた!|25|16.11.1990 00:00|3.28|8|0|2
193|2278|53|From Ryoga with Love||良牙, 愛と苦悩を越えて|25|23.11.1990 00:00|3.30|7|0|2
193|2284|54|My Fiance, the Cat||フィアンセは化け猫|25|30.11.1990 00:00|4.09|8|0|2
193|2287|55|Blow, Wind! To Be Young Is to Go Gung-Ho||吹けよ風! 青春は熱血だ|25|07.12.1990 00:00|3.73|8|0|2
193|2291|56|A Formidable New Disciple Appears||恐るべき新弟子現わる|25|14.12.1990 00:00|5.02|8|0|2
193|2277|57|Step Outside!||おもてに出やがれ!|25|21.12.1990 00:00|5.08|8|0|2
193|2283|58|Ryoga`s "Tendo Dojo Houseguest" Diary||良牙の天道道場居候日記|25|11.01.1991 00:00|4.99|8|0|2
193|2286|59|Happosai`s Happy Heart!||八宝斉の恋!|25|18.01.1991 00:00|6.08|8|0|2
