AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
2369|22206|1|A Shinigami is Born!||死神になっちゃった日|25|05.10.2004 00:00|6.51|115|0|2
2369|24989|2|Pay or Play||死神のお仕事|25|12.10.2004 00:00|5.59|46|0|2
2369|25125|3|Sibling Rivalry||兄の想い, 妹の想い|25|19.10.2004 00:00|5.69|36|0|2
2369|25127|4|And Your Bird Can Speak||呪いのインコ|25|26.10.2004 00:00|5.56|33|0|2
2369|25728|5|Beat the Invisible Enemy!||見えない敵を殴れ!|25|02.11.2004 00:00|5.75|31|0|2
2369|25826|6|Fight to the Death! Ichigo vs. Ichigo||死闘! 一護VS イチゴ|25|09.11.2004 00:00|6.71|32|0|2
2369|26212|7|Greetings from a Stuffed Toy||ぬいぐるみからコンにちは|25|16.11.2004 00:00|8.02|32|0|2
2369|26214|8|June 17, a Memory of Rain||6月17日, 雨の記憶|25|23.11.2004 00:00|8.18|33|0|2
2369|26345|9|Unbeatable Enemy||倒せない敵|25|30.11.2004 00:00|5.62|31|0|2
2369|26346|10|Assault on Trip at Sacred Ground!||ぶらり霊場突撃の旅!|25|07.12.2004 00:00|5.91|32|0|2
2369|26598|11|The Legendary Quincy||伝説のクインシー|25|14.12.2004 00:00|6.48|32|0|2
2369|26868|12|A Gentle Right Arm||やさしい右腕|25|21.12.2004 00:00|6.55|28|0|2
2369|26991|13|Flower and Hollow||花とホロウ|25|28.12.2004 00:00|4.87|32|0|2
2369|26992|14|Back to Back, A Fight to the Death!||背中合わせの死闘!|25|11.01.2005 00:00|7.85|33|0|2
2369|27582|15|Kon`s Great Plan||コンのウハウハ大作戦|25|18.01.2005 00:00|5.60|30|0|2
2369|28088|16|Encounter: Abarai Renji!||阿散井恋次, 見参!|25|25.01.2005 00:00|7.40|27|0|2
2369|28319|17|Ichigo Dies!||一護, 死す!|25|01.02.2005 00:00|8.56|30|0|2
2369|28850|18|Reclaim! The Power of the Shinigami||取り戻せ! 死神の力!|25|08.02.2005 00:00|7.18|25|0|2
2369|29112|19|Ichigo Becomes a Hollow!||一護, ホロウに墜ちる!|25|15.02.2005 00:00|8.44|32|0|2
