AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
4880|95140|88|Wind Release: Spiraling Shuriken||風遁・螺旋手裏剣!|25|11.12.2008 00:00|8.87|17|0|2
4880|95264|89|Compensation for Power||力の代償|25|18.12.2008 00:00|5.27|12|0|2
4880|95420|90|Shinobi`s Decision||忍の決意|25|25.12.2008 00:00|4.69|16|0|2
4880|95517|91|Discovery - Orochimaru`s Hideout||発見 大蛇丸のアジト|25|08.01.2009 00:00|4.11|14|0|2
4880|95794|92|Encounter||遭遇|25|15.01.2009 00:00|4.26|18|0|2
4880|95795|93|Communicating Hearts||通い合う心|25|22.01.2009 00:00|3.60|16|0|2
4880|95796|94|Raining All Night||雨一夜|25|29.01.2009 00:00|2.53|16|0|2
4880|96214|95|The Two Amulets||ふたつのお守り|25|05.02.2009 00:00|3.69|14|0|2
4880|96530|96|The Unseeing Enemy||見えざる敵|25|12.02.2009 00:00|4.48|15|0|2
4880|96531|97|Labyrinth of Reflections||乱反射の迷宮|25|19.02.2009 00:00|4.59|16|0|2
4880|96532|98|The Target Appears||現れた標的|25|26.02.2009 00:00|4.36|14|0|2
4880|97050|99|Raging Tailed Beast||荒れ狂う尾獣|25|05.03.2009 00:00|5.94|14|0|2
4880|97066|100|Inside Mist||霧の中で|25|12.03.2009 00:00|3.78|16|0|2
4880|97111|101|Everyone`s Feelings||それぞれの想い|25|26.03.2009 00:00|4.71|13|0|2
4880|97170|102|Reorganization!||再編成!|25|26.03.2009 00:00|3.97|14|0|2
4880|97295|103|The Four-Corner Sealing Barrier||結界四方封陣|25|09.04.2009 00:00|5.28|14|0|2
4880|97444|104|Crystal Style Shattered||晶遁崩し|25|09.04.2009 00:00|4.96|15|0|2
4880|97997|105|Barrier Battle||結界攻防戦|25|16.04.2009 00:00|4.33|14|0|2
4880|97998|106|Red Camellias||赤い椿|25|23.04.2009 00:00|4.31|15|0|2
4880|97999|107|Bitter Enemies Together||呉越同舟|25|30.04.2009 00:00|5.74|15|0|2
4880|99599|108|Camellia Guidepost||椿の道標|25|07.05.2009 00:00|3.26|16|0|2
4880|99845|109|Cursed Seal Counterattack||呪印の逆襲|25|14.05.2009 00:00|5.04|14|0|2
4880|100125|110|Memories of Sin||罪の記憶|25|21.05.2009 00:00|4.05|14|0|2
4880|100124|111|The Broken Promise||砕かれた約束|25|28.05.2009 00:00|3.28|15|0|2
4880|101957|112|The Place to Return To||帰るべき場所|25|04.06.2009 00:00|4.09|15|0|2
4880|102635|113|The Great Snake`s Pupil||大蛇の瞳孔|25|11.06.2009 00:00|6.37|16|0|2
4880|102634|114|The Eye of a Hawk||鷹の瞳|25|18.06.2009 00:00|8.42|19|0|2
4880|103897|115|Zabuza`s Sword||再不斬大刀|25|25.06.2009 00:00|6.24|15|0|2
4880|104101|116|Keeper of the Iron Prison||鉄壁の番人|25|02.07.2009 00:00|5.39|14|0|2
4880|104100|117|Juugo`s North Hideout||重吾の北アジト|25|09.07.2009 00:00|6.46|14|0|2
4880|105040|118|Formation!||結成!|25|23.07.2009 00:00|6.26|14|0|2
4880|105043|119|Kakashi`s Gaiden - The Battlefield of a Boy`s Life!||カカシ外伝~戦場のボーイズライフ~|25|30.07.2009 00:00|9.07|31|0|2
4880|105042|120|Kakashi`s Gaiden - The Battlefield of a Boy`s Life!||カカシ外伝~戦場のボーイズライフ~|25|30.07.2009 00:00|9.55|28|0|2
4880|105041|121|Assemble||動き出すものたち|25|06.08.2009 00:00|5.87|13|0|2
4880|106105|122|The Hunt||探索|25|13.08.2009 00:00|6.88|14|0|2
4880|106247|123|Clash!||激突!|25|20.08.2009 00:00|8.39|16|0|2
4880|106246|124|Art||芸術|25|27.08.2009 00:00|8.15|16|0|2
4880|106245|125|Disappearance||消失|25|03.09.2009 00:00|7.24|16|0|2
4880|108240|126|Twilight||黄昏|25|10.09.2009 00:00|6.16|17|0|2
4880|108328|127|Tale of a Gutsy Ninja - The Jiraiya Ninja Chronicles||ド根性忍伝 ~自来也忍法帖~前編|25|24.09.2009 00:00|6.61|17|0|2
4880|108329|128|Tale of a Gutsy Ninja - The Jiraiya Ninja Chronicles||ド根性忍伝 ~自来也忍法帖~後編|25|24.09.2009 00:00|7.75|17|0|2
4880|108795|129|Infiltrate! The Village Hidden in the Rain||潜入! 雨隠れの里|25|08.10.2009 00:00|7.86|13|0|2
4880|108796|130|The Man Who Became God||神となった男|25|08.10.2009 00:00|8.24|15|0|2
4880|108975|131|Activate! Sage Mode||発動! 仙人モード|25|15.10.2009 00:00|7.96|15|0|2
4880|108974|132|Meeting the Six Paths of Pain||ペイン六道, 見参|25|22.10.2009 00:00|8.10|15|0|2
4880|108973|133|The Tale of the Gallant Jiraiya||自来也豪傑物語|25|29.10.2009 00:00|9.51|25|0|2
4880|109222|134|Invitation to the Party||宴会の誘い|25|05.11.2009 00:00|7.24|12|0|2
4880|111226|135|The Longest Moment||長き瞬間の中で...|25|19.11.2009 00:00|7.39|15|0|2
4880|111225|136|The Light & Dark of the Mangekyo Sharingan||万華鏡写輪眼の光と闇|25|19.11.2009 00:00|7.79|15|0|2
4880|111224|137|Amaterasu||天照(あまてらす)|25|26.11.2009 00:00|8.35|15|0|2
4880|111580|138|The End||終焉|25|03.12.2009 00:00|9.10|14|0|2
4880|111579|139|The Mystery of Tobi||トビの謎|25|10.12.2009 00:00|7.60|15|0|2
4880|111578|140|Fate||因縁|25|17.12.2009 00:00|7.38|15|0|2
4880|111712|141|Truth||真実|25|24.12.2009 00:00|8.65|18|0|2
4880|112230|142|The Battle at Thunder Cloud Gorge||雲雷峡の闘い|25|07.01.2010 00:00|5.81|14|0|2
4880|112229|143|Eight-Tails vs. Sasuke||八尾対サスケ|25|14.01.2010 00:00|9.04|17|0|2
4880|112228|144|The Wanderer||風来坊|25|21.01.2010 00:00|2.46|17|0|2
4880|112227|145|Successor of the Forbidden Jutsu||禁術の継承者|25|28.01.2010 00:00|1.95|13|0|2
4880|116188|146|The Successor`s Wish||継承者の想い|25|04.02.2010 00:00|2.79|12|0|2
4880|116187|147|Rogue Ninja`s Past||抜け忍の過去|25|11.02.2010 00:00|2.58|13|0|2
4880|116186|148|Heir to Darkness||闇の後継者|25|18.02.2010 00:00|3.07|12|0|2
4880|116185|149|Separation||別離|25|25.02.2010 00:00|2.84|12|0|2
4880|116503|150|The Forbidden Jutsu Released||禁術発動|25|04.03.2010 00:00|1.56|13|0|2
4880|116597|151|Student and Teacher||師弟|25|11.03.2010 00:00|2.72|15|0|2
4880|116596|152|Somber News||悲報|25|25.03.2010 00:00|5.56|14|0|2
4880|116595|153|Following the Master`s Shadow||師の影を追って|25|25.03.2010 00:00|7.87|14|0|2
4880|116598|154|Decryption||暗号解読|25|08.04.2010 00:00|6.73|13|0|2
4880|117533|155|The First Challenge||第一の課題|25|08.04.2010 00:00|6.68|13|0|2
4880|117532|156|Surpassing the Master||師を超えるとき|25|15.04.2010 00:00|5.72|13|0|2
4880|117531|157|Konoha Attack||木ノ葉襲撃!|25|22.04.2010 00:00|8.54|14|0|2
4880|117530|158|The Power to Believe||信じる力|25|29.04.2010 00:00|7.79|13|0|2
4880|117567|159|Pain vs. Kakashi||ペインvsカカシ|25|06.05.2010 00:00|9.11|16|0|2
4880|117758|160|The Mystery of Pain||ペインの謎|25|13.05.2010 00:00|6.50|15|0|2
4880|117757|161|Surname is Sarutobi, given name is Konohamaru||姓は猿飛, 名は木ノ葉丸!|25|20.05.2010 00:00|6.17|15|0|2
4880|117756|162|The World Shall Know Pain||世界に痛みを|25|27.05.2010 00:00|8.35|17|0|2
4880|118361|163|Explode! Sage Mode||爆発! 仙人モード|25|03.06.2010 00:00|8.63|19|0|2
4880|118463|164|Pinch! Sage Mode Disappears||危機(ピンチ)! 消えた仙人モード|25|10.06.2010 00:00|7.86|18|0|2
4880|118845|165|Nine-Tails Captured||九尾捕獲完了|25|17.06.2010 00:00|8.10|18|0|2
4880|118844|166|Confession||告白|25|24.06.2010 00:00|9.19|25|0|2
4880|118843|167|Planetary Devastation||地爆天星[ちばくてんせい]|25|01.07.2010 00:00|6.34|30|0|2
4880|119462|168|The Fourth Hokage||四代目火影|25|15.07.2010 00:00|7.67|15|0|2
4880|119948|169|The Two Disciples||ふたりの弟子|25|14.07.2010 00:00|7.69|15|0|2
4880|119985|170|Big Adventure! Search for the Fourth Hokage`s Legacy - Part 1||大冒険! 四代目の遺産を探せ・前編|25|29.07.2010 00:00|1.42|18|0|3
4880|119989|171|Big Adventure! Search for the Fourth Hokage`s Legacy - Part 2||大冒険! 四代目の遺産を探せ・後編|25|29.07.2010 00:00|1.45|18|0|3
4880|119988|172|Meeting||出逢い|25|05.08.2010 00:00|6.56|14|0|3
4880|119987|173|The Birth of Pain||ペイン誕生|25|12.08.2010 00:00|8.14|16|0|3
4880|119986|174|The Tale of Naruto Uzumaki||うずまきナルト物語|25|19.08.2010 00:00|8.03|15|0|3
4880|120462|175|The Hero of the Leaf Village||木ノ葉の英雄|25|26.08.2010 00:00|8.41|23|0|3
4880|121066|176|Iruka the Novice Teacher||新米教師イルカ|25|02.09.2010 00:00|3.10|13|0|3
4880|121065|177|Iruka`s Trials||イルカの試練|25|09.09.2010 00:00|2.49|12|0|3
4880|121520|178|Iruka`s Determination||イルカの決意|25|16.09.2010 00:00|2.81|11|0|3
4880|121574|179|Jounin in Charge Kakashi Hatake||担当上忍はたけカカシ|25|30.09.2010 00:00|2.93|10|0|3
4880|121573|180|Inari`s Tested Courage||イナリ, 試される勇気|25|07.10.2010 00:00|2.27|14|0|3
4880|122818|181|Naruto, Revenge Lessons||ナルト, 仇討ち指南塾|25|14.10.2010 00:00|1.48|13|0|3
4880|122817|182|Gaara "Bonds"||我愛羅『絆』|25|21.10.2010 00:00|2.01|10|0|3
4880|123994|183|Naruto Outbreak||ナルト・アウトブレイク|25|28.10.2010 00:00|1.29|13|0|3
4880|123993|184|Set Out! Team Tenten||出撃! テンテン班|25|04.11.2010 00:00|1.26|12|0|3
4880|124951|185|Animal District||アニマル番外地|25|11.11.2010 00:00|1.08|13|0|3
4880|125121|186|Ah, Medicinal Pill of Youth||ああ, 青春の漢方丸|25|18.11.2010 00:00|1.19|9|0|3
4880|125155|187|Gutsy Master and Student - The Training||ド根性師弟修業編|25|25.11.2010 00:00|1.50|9|0|3
4880|125154|188|Record of the Ninja Gutsy Master and Student||ド根性師弟忍風録|25|25.11.2010 00:00|1.97|8|0|3
4880|125153|189|Sasuke`s Paw Encyclopedia||サスケの肉球大全|25|02.12.2010 00:00|1.30|11|0|3
4880|125152|190|Naruto and the Old Soldier||ナルトと老兵|25|09.12.2010 00:00|2.63|9|0|3
4880|125481|191|Kakashi Love Song||カカシ恋歌|25|16.12.2010 00:00|3.17|9|0|3
4880|125480|192|Neji Chronicles||ネジ外伝|25|23.12.2010 00:00|2.78|9|0|3
4880|126339|193|The Man Who Died Twice||二度死んだ男|25|06.01.2011 00:00|2.50|8|0|3
4880|126338|194|The Worst Three-Legged Race||最悪の二人三脚|25|13.01.2011 00:00|1.72|12|0|3
4880|126337|195|Cooperation, Team 10||連携, 第十班|25|20.01.2011 00:00|2.17|9|0|3
4880|126336|196|Rush Into the Darkness||闇への疾走|25|27.01.2011 00:00|1.91|9|0|3
4880|127726|197|The Sixth Hokage Danzo||六代目火影ダンゾウ|25|10.02.2011 00:00|6.24|10|0|3
4880|127725|198|Five Kage Summit`s Eve||五影会談前夜|25|10.02.2011 00:00|5.86|10|0|3
4880|127724|199|Enter the Five Kage||五影登場!|25|17.02.2011 00:00|6.67|8|0|3
4880|127723|200|Naruto`s Appeal||ナルトの嘆願|25|24.02.2011 00:00|6.18|9|0|3
4880|128116|201|A Bitter Decision||苦渋の決断|25|03.03.2011 00:00|7.13|10|0|3
4880|128504|202|Racing Lightning||疾走る雷|25|10.03.2011 00:00|7.63|9|0|3
4880|128505|203|Sasuke`s Ninja Way||サスケの忍道|25|17.03.2011 00:00|9.22|10|0|3
4880|128506|204|The Five Kage`s Power||五影の実力|25|24.03.2011 00:00|9.52|13|0|3
4880|128507|205|Declaration of War||宣戦布告|25|31.03.2011 00:00|8.18|11|0|3
4880|128675|206|Sakura`s Feelings||サクラの想い|25|07.04.2011 00:00|7.13|10|0|3
4880|129075|207|A Tailed Beast vs. A Tailed Beast With no Tail||尾獣VS尾のない尾獣|25|14.04.2011 00:00|8.61|10|0|3
4880|129078|208|As a Friend||親友[とも]として|25|21.04.2011 00:00|6.51|10|0|3
4880|129079|209|Danzo`s Right Arm||ダンゾウの右腕|25|28.04.2011 00:00|8.56|9|0|3
4880|129416|210|The Forbidden Ocular Jutsu||禁じられた瞳術[どうじゅつ]|25|05.05.2011 00:00|9.19|9|0|3
4880|129668|211|Shimura Danzou||志村ダンゾウ|25|12.05.2011 00:00|9.24|11|0|3
4880|129667|212|Sakura`s Resolve||サクラの覚悟|25|19.05.2011 00:00|3.71|7|0|3
4880|129666|213|Lost Bonds||失われた絆|25|26.05.2011 00:00|2.06|8|0|3
4880|130075|214|The Burden I Should Bear||背負うべき重荷|25|02.06.2011 00:00|4.82|7|0|3
4880|130074|215|The Fated Two||宿命のふたり|25|09.06.2011 00:00|3.70|7|0|3
4880|130665|216|Top-Class Shinobi||一流の忍|25|16.06.2011 00:00|5.47|7|0|3
4880|130664|217|Infiltrator||潜入者|25|23.06.2011 00:00|5.65|7|0|3
4880|130663|218|Nations on the Move||動き出す大国|25|30.06.2011 00:00|4.44|7|0|3
4880|131082|219|The Hokage Kakashi Hatake||火影はたけカカシ|25|07.07.2011 00:00|5.67|7|0|3
4880|131419|220|The Great Toad`s Prediction||大ガマの予言|25|21.07.2011 00:00|6.03|7|0|3
4880|131418|221|Storage||蔵人り|25|28.07.2011 00:00|6.81|7|0|3
4880|131417|222|The Five Kage`s Decision||五影[ごかげ]の決断|25|28.07.2011 00:00|5.00|7|0|3
4880|131705|223|The Young Man and the Ocean||青年と海|25|04.08.2011 00:00|1.92|8|0|3
4880|132203|224|The Ninja of Benisu||紅州の商忍|25|11.08.2011 00:00|1.94|7|0|3
4880|132202|225|The Cursed Ghost Ship||呪われた幽霊船|25|18.08.2011 00:00|1.94|7|0|3
4880|132201|226|Battleship Island||戦艦の島|25|25.08.2011 00:00|1.69|8|0|3
4880|132294|227|Island of Oblivion||忘却の島|25|01.09.2011 00:00|1.98|8|0|3
4880|132293|228|Fight, Rock Lee||闘えロックリー|25|08.09.2011 00:00|2.28|7|0|3
4880|132886|229|Eat or Die! Mushrooms from Hell!||食うか食われるか!踊るキノコ地獄|25|22.09.2011 00:00|1.78|7|0|3
4880|132885|230|Counterattack From the Shadows||影の逆襲|25|29.09.2011 00:00|2.35|7|0|3
4880|132884|231|The Closed Sea Route||閉ざされた航路|25|06.10.2011 00:00|1.99|5|0|3
4880|133040|232|The Girls` Get-Together||木ノ葉の女子会|25|13.10.2011 00:00|1.92|9|0|3
4880|133559|233|Naruto`s Imposter||参上, 偽?ナルト|25|20.10.2011 00:00|2.61|6|0|3
4880|133560|234|Naruto`s Favorite Pupil||ナルトの愛弟子|25|27.10.2011 00:00|4.24|8|0|3
4880|133749|235|The Kunoichi of Nadeshiko Village||撫子のくノ一|25|03.11.2011 00:00|2.10|5|0|3
4880|133750|236|Friends You Can Count On||仲間の背中|25|10.11.2011 00:00|2.56|7|0|3
4880|134277|237|Ah, My Longed-For Lady Tsunade||ああ, 憧れの綱手様|25|24.11.2011 00:00|2.90|6|0|3
4880|134278|238|Sai`s Rest||サイの休息|25|01.12.2011 00:00|2.16|9|0|3
4880|134741|239|The Legendary Ino-Shika-Cho||伝説の猪鹿蝶|25|08.12.2011 00:00|2.47|7|0|3
4880|134742|240|Kiba`s Determination||キバの決意|25|15.12.2011 00:00|2.67|6|0|3
4880|134959|241|Kakashi, My Eternal Rival||カカシ, 我が永遠のライバルよ|25|22.12.2011 00:00|2.17|6|0|3
4880|134960|242|Naruto`s Oath||ナルトの誓い|25|28.12.2011 00:00|2.35|6|0|3
4880|135232|243|Land Ahoy! Is This the Island of Paradise?||上陸! 楽園の島?|25|05.01.2012 00:00|6.76|7|0|3
4880|135794|244|Killer Bee and Motoi||キラービーとモトイ|25|12.01.2012 00:00|5.15|7|0|3
4880|135793|245|The Next Challenge! Naruto vs. Nine Tails!!||さらなる試練!ナルトVS九尾!!|25|19.01.2012 00:00|7.08|8|0|3
4880|135792|246|The Orange Spark||オレンジ色の輝き|25|26.01.2012 00:00|9.08|14|0|3
4880|135791|247|Target: Nine Tails||狙われた九尾|25|02.02.2012 00:00|7.56|8|0|3
4880|135790|248|The Fourth Hokage`s Death Match!||四代目の死闘!!|25|09.02.2012 00:00|9.61|13|0|3
4880|135789|249|Thank You||ありがとう|25|09.02.2012 00:00|8.80|16|0|3
4880|135788|250|Battle in Paradise! Odd Beast vs. The Monster!||珍獣VS怪人! 楽園の戦い!|25|16.02.2012 00:00|6.59|7|0|3
4880|135787|251|The Man Named Kisame||鬼鮫という男|25|23.02.2012 00:00|7.04|8|0|3
4880|137309|252|The Angelic Herald of Death||死へいざなう天使|25|01.03.2012 00:00|7.18|7|0|3
4880|137455|253|The Bridge to Peace||平和への懸け橋|25|08.03.2012 00:00|7.80|7|0|3
4880|137609|254|The Super Secret S-Rank Mission||ドS級極秘任務|25|15.03.2012 00:00|4.77|7|0|3
4880|137608|255|The Artist Returns||芸術家再び|25|22.03.2012 00:00|6.37|6|0|3
4880|137988|256|Assemble! Allied Shinobi Forces!||集結! 忍連合軍!|25|29.03.2012 00:00|7.84|6|0|3
4880|137987|257|Meeting||放送10周年4週連続特別企画「出会い」|25|05.04.2012 00:00|1.90|6|0|3
4880|138249|258|Rivals||放送10周年4週連続特別企画「ライバル」|25|12.04.2012 00:00|2.01|6|0|3
4880|138248|259|Rift||放送10周年4週連続特別企画「亀裂」|25|19.04.2012 00:00|1.87|7|0|3
4880|138247|260|Parting||放送10周年4週連続特別企画「離別」|25|26.04.2012 00:00|2.16|7|0|3
4880|138378|261|For My Friend||友のために|25|03.05.2012 00:00|5.79|6|0|3
4880|138377|262|War Begins!||開戦!|25|10.05.2012 00:00|6.86|7|0|3
4880|138376|263|Sai and Shin||サイとシン|25|17.05.2012 00:00|5.46|6|0|3
4880|138375|264|Secrets of the Reanimation Jutsu||穢土転生の秘密|25|24.05.2012 00:00|7.46|6|0|3
4880|138374|265|An Old Nemesis Returns||宿敵との再会|25|31.05.2012 00:00|5.18|7|0|3
4880|138373|266|The First and Last Opponent||最初の敵, 最後の敵|25|07.06.2012 00:00|5.71|6|0|3
4880|138372|267|The Brilliant Military Advisor of the Hidden Leaf||木ノ葉の天才軍師|25|21.06.2012 00:00|6.37|6|0|3
4880|138371|268|Battleground!||それぞれの激戦!!|25|28.06.2012 00:00|5.15|6|0|3
4880|140518|269|Forbidden Words||NGワード|25|05.07.2012 00:00|5.79|6|0|3
4880|140739|270|Golden Bonds||金色の絆|25|19.07.2012 00:00|6.56|6|0|3
