AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
144|1145|1|The Girl Who Overcame Time... and the Boy Who Was Just Overcome||時代を越えた少女と封印された少年|25|16.10.2000 00:00|7.93|23|0|2
144|1144|2|Seekers of the Sacred Jewel||四魂の玉を狙う者たち|25|23.10.2000 00:00|4.14|11|0|2
144|1143|3|Down the Rabbit Hole and Back Again||骨喰いの井戸からただいまっ!|25|30.10.2000 00:00|6.49|8|0|2
144|1142|4|Yura of the Demon-Hair||逆髪の妖魔 結羅|25|06.11.2000 00:00|6.04|9|0|2
144|1192|5|Aristocratic Assassin, Sesshomaru||戦慄の貴公子 殺生丸|25|13.11.2000 00:00|7.08|8|0|2
144|1209|6|Tetsusaiga, the Phantom Sword||不気味な妖刀 鉄砕牙|25|20.11.2000 00:00|7.25|8|0|2
144|1207|7|Showdown! Inuyasha vs. Sesshomaru||激対決! 殺生丸VS鉄砕牙!!|25|27.11.2000 00:00|6.59|8|0|2
144|1205|8|The Toad Who Would Be Prince||殿様妖怪 九十九の蝦蟇|25|04.12.2000 00:00|4.89|8|0|2
144|1203|9|Shippo and the Thunder Brothers||七宝登場! 雷獣兄弟 飛天満天!!|25|11.12.2000 00:00|6.15|8|0|2
144|1191|10|Phantom Showdown - The Thunder Brothers vs. Tetsusaiga||妖刀激突! 雷撃刃VS鉄砕牙!!|25|18.12.2000 00:00|5.90|8|0|2
144|1208|11|Terror of the Ancient Noh Mask||現代によみがえる呪いの能面|25|15.01.2001 00:00|4.59|9|0|2
144|1206|12|The Soul Piper and the Mischievous Little Soul||タタリモッケと小さな悪霊|25|22.01.2001 00:00|7.03|10|0|2
144|1204|13|The Mystery of the New Moon and the Black-Haired Inuyasha||新月の謎 黒髪の犬夜叉|25|29.01.2001 00:00|6.68|8|0|2
144|1201|14|Kikyo`s Stolen Ashes||盗まれた桔梗の霊骨|25|05.02.2001 00:00|7.16|7|0|2
