AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
90|722|1|The Handsome Swordsman of Legend||伝説の美剣士... 愛ゆえに闘う男|25|10.01.1996 00:00|6.60|35|0|3
90|723|2|Kid Samurai||ガキ侍 スッた!モンだ!で門下生|25|17.01.1996 00:00|6.16|26|0|3
90|747|3|Swordsman of Sorrow||哀しみの剣士・過去を斬る男|25|24.01.1996 00:00|6.96|25|0|3
90|776|4|Bad!||悪の一文字・ケンカ屋左之助登場!|25|31.01.1996 00:00|6.25|20|0|3
90|744|5|The Reversed-Blade Sword vs. The Zanbatou||逆刃刀対斬馬刀・闘いの果てに!|25|07.02.1996 00:00|7.66|20|0|3
90|772|6|The Appearance of Kurogasa||闇からの訪問者・黒笠現る!|25|14.02.1996 00:00|5.90|17|0|3
90|740|7|Deathmatch Under the Moon||月下の死闘・愛する人を守れ!|25|21.02.1996 00:00|8.09|21|0|3
90|767|8|A New Battle||新たなる戦い! 飛び込んできた謎の美女|25|28.02.1996 00:00|6.11|16|0|3
90|735|9|The Strongest Group of Ninjas||最強の忍び軍団・恐怖の御庭番衆!|25|06.03.1996 00:00|7.12|15|0|3
90|773|10|Aoshi||蒼紫・美しすぎるほど怖い奴|25|13.03.1996 00:00|7.70|15|0|3
90|741|11|Fare Well, the Strongest Men||さらば最強の男たち! 光と闇の激突|25|24.04.1996 00:00|8.78|15|0|3
90|768|12|The Birth of a Boy Swordsman||少年剣士誕生! 一番弟子弥彦の戦い|25|01.05.1996 00:00|7.51|16|0|3
90|736|13|Going for the Grand Championship||めざせ横綱! 虎丸のどすこい奮戦記|25|08.05.1996 00:00|3.59|14|0|3
90|763|14|To Save a Small Life||小さな命を救え! 美人女医・恵の挑戦|25|15.05.1996 00:00|6.12|14|0|3
90|733|15|Assassination Group of Five (Part 1)||炎の暗殺集団, 神風隊走る!|25|22.05.1996 00:00|6.77|16|0|3
90|761|16|Assassination Group of Five (Part 2)||勇気ある誓い! 燃えよ秘剣・紫電の太刀|25|05.06.1996 00:00|7.72|16|0|3
90|730|17|Fly to Your Dreams||夢に向かって飛べ! 砲弾娘マリモの冒険|25|12.06.1996 00:00|4.03|17|0|3
90|758|18|Get Back the Reverse-Blade Sword||走れ! 弥彦・逆刃刀を取り返せ!|25|19.06.1996 00:00|4.97|16|0|3
90|726|19|Raijuta`s Ambition||雷十太の野望・禁じられた王国の幻想|25|26.06.1996 00:00|6.16|15|0|3
