AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
1530|16475|1|The New Threat||ミニ悟空はおぼっちゃま! ボク悟飯です.|25|26.04.1989 00:00|5.17|16|0|2
1530|16471|2|Reunions||史上最強の戦士は悟空の兄だった!|25|03.05.1989 00:00|7.51|9|0|2
1530|16460|3|Unlikely Alliance||やった! これが地上最強のコンビだ!|25|10.05.1989 00:00|5.51|8|0|2
1530|16479|4|Piccolo`s Plan||ピッコロの切り札! 悟飯は泣きむしクン|25|17.05.1989 00:00|6.67|9|0|2
1530|16480|5|Gohan`s Rage||悟空死す! ラストチャンスは一度だけ|25|24.05.1989 00:00|6.71|8|0|2
1530|16477|6|No Time Like the Present||エンマ様もビックリあの世でファイト|25|07.06.1989 00:00|6.71|6|0|2
1530|16467|7|Day 1||恐竜とサバイバル! 悟飯のツライ修行|25|14.06.1989 00:00|6.53|7|0|2
1530|16470|8|Gohan Goes Bananas!||月の輝く夜に大変身! 悟飯パワーの秘密|25|21.06.1989 00:00|6.90|6|0|2
1530|16484|9|The Strangest Robot||ゴメンねロボットさん砂漠に消えた涙|25|28.06.1989 00:00|3.17|6|0|2
1530|16490|10|A New Friend||泣くな悟飯! はじめての闘い|25|05.07.1989 00:00|5.37|6|0|2
1530|16489|11|Terror on Arlia||宇宙一の強戦士サイヤ人めざめる!|25|12.07.1989 00:00|2.68|6|0|2
1530|16488|12|Global Training||蛇の道でいねむり悟空が落っこちる|25|19.07.1989 00:00|4.21|6|0|2
1530|16463|13|Goz and Mez||手を出すな! エンマ様の秘密の果実[くだもの]|25|26.07.1989 00:00|2.92|6|0|2
1530|16486|14|Princess Snake||あま~い誘惑! 蛇姫さまのおもてなし|25|02.08.1989 00:00|2.23|6|0|2
1530|16469|15|Dueling Piccolos||ピッコロからの脱出! 嵐を呼ぶ悟飯|25|09.08.1989 00:00|3.33|6|0|2
1530|16464|16|Plight of the Children||走れ悟飯! チチの待つなつかしのパオズ山|25|16.08.1989 00:00|4.22|4|0|2
1530|16465|17|Pendulum Room Peril||明日なき街! 勝利への遠い道のり|25|30.08.1989 00:00|2.52|4|0|2
1530|16474|18|The End of Snake Way||終点~ん蛇の道! おめえ界王様か?|25|06.09.1989 00:00|3.06|4|0|2
1530|16481|19|Defying Gravity||重力との戦い! バブルス君をつかまえろ|25|13.09.1989 00:00|2.82|4|0|2
1530|16461|20|Goku`s Ancestors||よみがえるサイヤ人伝説! 悟空のルーツ|25|20.09.1989 00:00|5.14|4|0|2
1530|16483|21|Counting Down||いでよ神龍[シェンロン]! サイヤ人ついに地球到着|25|27.09.1989 00:00|3.98|4|0|2
1530|16472|22|The Darkest Day||んなバカな! 土から生まれたサイバイマン|25|11.10.1989 00:00|5.14|4|0|2
1530|16482|23|Saibamen Attack!||ヤムチャ死す! おそるべしサイバイマン|25|18.10.1989 00:00|4.54|3|0|2
1530|16485|24|The Power of Nappa||さよなら天さん! 餃子の捨て身の戦法|25|25.10.1989 00:00|6.35|3|0|2
1530|16466|25|Sacrifice||天津飯絶叫!! これが最後の気功砲だ|25|01.11.1989 00:00|7.64|3|0|2
1530|16468|26|Nappa`s Rampage||ひたすら待って3時間! 弾丸飛行の筋斗雲|25|08.11.1989 00:00|2.83|4|0|2
1530|16478|27|Nimbus Speed||ぼくにまかせて! 悟飯・怒りの大爆発|25|22.11.1989 00:00|5.16|3|0|2
1530|16462|28|Goku`s Arrival||サイヤ人の猛威! 神様もピッコロも死んだ|25|29.11.1989 00:00|9.25|3|0|2
1530|16473|29|Lesson Number One||父さんすげぇや! 究極の必殺技・界王拳|25|06.12.1989 00:00|9.55|3|0|2
1530|16476|30|Goku vs. Vegeta||限界を超えた熱い戦い! 悟空対ベジータ|25|13.12.1989 00:00|7.64|3|0|2
1530|16487|31|Saiyan Sized Secret||いまだ悟空! すべてを賭けた最後の大技|25|20.12.1989 00:00|8.39|3|0|2
1530|16500|32|Spirit Bomb Away!||戦闘力10倍!! ベジータ大変身|25|17.01.1990 00:00|6.02|3|0|2
1530|16508|33|Hero in the Shadows||死なないで父さん!! これが悟飯の底力|25|24.01.1990 00:00|9.54|3|0|2
1530|16512|34|Krillin`s Offensive||撃てクリリン! 願いをこめた元気玉|25|31.01.1990 00:00|5.35|3|0|2
1530|16491|35|Mercy||奇跡を起こせ! スーパーサイヤ人孫悟飯|25|07.02.1990 00:00|8.00|2|0|2
1530|16493|36|Picking Up the Pieces||飛び出せ宇宙へ! 希望の星はピッコロの故郷[ふるさと]|25|14.02.1990 00:00|7.20|3|0|2
