AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
231|11189|1|Secret of the Dragon Balls||ブルマと孫悟空|25|26.02.1986 00:00|6.75|15|0|2
231|11188|2|The Emperor`s Quest||あらららー! タマがない!|25|05.03.1986 00:00|6.69|13|0|2
231|11186|3|The Nimbus Cloud of Roshi||亀仙人のキント雲|25|12.03.1986 00:00|6.29|13|0|2
231|11191|4|Oolong the Terrible||人さらい妖怪ウーロン|25|19.03.1986 00:00|6.66|13|0|2
231|11192|5|Yamcha the Desert Bandit||つよくて悪い砂漠のヤムチャ|25|26.03.1986 00:00|6.54|10|0|2
231|11190|6|Keep an Eye on the Dragon Balls||真夜中の訪問者たち|25|02.04.1986 00:00|6.33|11|0|2
231|11193|7|The Ox-King on Fire Mountain||フライパン山の牛魔王|25|09.04.1986 00:00|6.68|11|0|2
231|11187|8|The Kamehameha Wave||亀仙人のカメハメ波|25|16.04.1986 00:00|6.83|11|0|2
231|11194|9|Boss Rabbit`s Magic Touch||うさぎオヤブンの得意技|25|23.04.1986 00:00|3.37|11|0|2
231|11197|10|The Dragon Balls are Stolen!||D.B.[ドラゴンボール]うばわれる!!|25|30.04.1986 00:00|5.63|10|0|2
231|11196|11|The Penalty is Pinball||ついに龍[ドラゴン]あらわる!|25|07.05.1986 00:00|5.60|10|0|2
231|11195|12|A Wish to the Eternal Dragon||神龍への願い|25|14.05.1986 00:00|6.35|10|0|2
231|11207|13|The Legend of Goku||悟空の大変身|25|21.05.1986 00:00|7.07|10|0|2
231|4643|14|Goku`s Rival||悟空のライバル? 参上!!|25|28.05.1986 00:00|6.87|9|0|2
231|4638|15|Look Out for Launch!||?[ふしぎ]な女の子ランチ|25|04.06.1986 00:00|6.89|8|0|2
231|4639|16|Find That Stone||修業・石さがし|25|11.06.1986 00:00|6.69|7|0|2
231|4640|17|Milk Delivery||命がけ! 牛乳はいたつ|25|18.06.1986 00:00|8.23|6|0|2
231|4642|18|The Turtle Hermit Way||亀仙流きつーい修業|25|25.06.1986 00:00|8.80|6|0|2
231|4637|19|The Tournament Begins||天下一武道会はじまる!|25|02.07.1986 00:00|9.04|6|0|2
231|4641|20|Elimination Round||でるか? 修業の威力|25|09.07.1986 00:00|8.10|6|0|2
231|11212|21|Smells Like Trouble||危うし! クリリン|25|16.07.1986 00:00|7.17|8|0|2
231|11204|22|Yamcha versus Jackie Chun||ヤムチャVS[たい]ジャッキー・チュン|25|23.07.1986 00:00|8.53|6|0|2
231|11211|23|Monster Beast Giran||出たーっ! 強敵ギラン|25|30.07.1986 00:00|7.81|7|0|2
231|11213|24|Krillin`s Frantic Attack!||クリリン必死の大攻防戦|25|06.08.1986 00:00|6.28|6|0|2
231|11210|25|The Fearful Aerial Karate Raid!||たて悟空! 恐るべき天空X字拳|25|13.08.1986 00:00|7.99|7|0|2
231|11214|26|The Great Finals!||決勝戦だ!! カメハメ波|25|20.08.1986 00:00|7.39|7|0|2
231|11209|27|Goku in the Biggest Crisis||悟空・最大のピンチ|25|27.08.1986 00:00|9.22|7|0|2
231|11206|28|Crash! Force versus Force!||激突!! パワー対パワー|25|03.09.1986 00:00|8.51|6|0|2
231|11205|29|The Roaming Lake||ふたたび冒険・さまよう湖|25|10.09.1986 00:00|3.64|5|0|2
