AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
69|440|1|I`m Luffy! The Man Who`s Gonna Be King of the Pirates!||俺はルフィ! 海賊王になる男だ!|25|20.10.1999 00:00|6.07|56|0|3
69|976|2|Enter the Great Swordsman! Pirate Hunter Roronoa Zoro!||大剣豪現る! 海賊狩りロロノア・ゾロ|25|17.11.1999 00:00|6.74|28|0|3
69|974|3|Morgan vs. Luffy! Who`s the Mysterious Pretty Girl?||モーガンVSルフィ! 謎の美少女は誰?|25|24.11.1999 00:00|5.54|24|0|3
69|412|4|Luffy`s Past! Enter Red-Haired Shanks!||ルフィの過去! 赤髪のシャンクス登場|25|08.12.1999 00:00|8.01|28|0|3
69|433|5|A Terrifying Mysterious Power! Captain Buggy, the Clown Pirate!||恐怖 謎の力! 海賊道化バギー船長!|25|15.12.1999 00:00|6.15|24|0|3
69|439|6|Desperate Situation! Beast Tamer Mohji vs. Luffy!||絶体絶命! 猛獣使いモージ VS ルフィ!|25|29.12.1999 00:00|6.16|21|0|3
69|438|7|Epic Showdown! Swordsman Zoro vs. Acrobat Cabaji!||壮絶決闘! 剣豪ゾロ VS 曲芸のカバジ!|25|29.12.1999 00:00|5.94|21|0|3
69|973|8|Who Is the Victor? Devil Fruit Power Showdown!||勝者はどっち? 悪魔の実の能力対決!|25|29.12.1999 00:00|6.46|20|0|3
69|972|9|The Honorable Liar? Captain Usopp!||正義のうそつき? キャプテンウソップ|25|12.01.2000 00:00|4.69|19|0|3
69|977|10|The Weirdest Guy Ever! Jango the Hypnotist!||史上最強の変な奴! 催眠術師ジャンゴ|25|19.01.2000 00:00|5.30|21|0|3
69|975|11|Expose the Plot! Pirate Butler, Captain Kuro!||陰謀を暴け! 海賊執事キャプテンクロ|25|26.01.2000 00:00|5.75|20|0|3
69|3850|12|Clash with the Black Cat Pirates! The Great Battle on the Slope!||激突! クロネコ海賊団坂道の大攻防!|25|02.02.2000 00:00|5.80|20|0|3
69|3851|13|The Terrifying Duo! Meowban Brothers vs. Zoro!||恐怖の二人組! ニャーバン兄弟[ブラザーズ]VSゾロ|25|09.02.2000 00:00|6.00|21|0|3
69|3852|14|Luffy Back in Action! Miss Kaya`s Desperate Resistance!||ルフィ復活! カヤお嬢様の決死の抵抗|25|16.02.2000 00:00|6.82|20|0|3
69|3853|15|Beat Kuro! Usopp the Man`s Tearful Resolve!||クロを倒せ! 男ウソップ涙の決意!|25|23.02.2000 00:00|5.65|20|0|3
69|3854|16|Protect Kaya! The Usopp Pirates` Great Efforts!||カヤを守れ! ウソップ海賊団大活躍!|25|01.03.2000 00:00|5.89|19|0|3
69|3855|17|Anger Explosion! Kuro vs. Luffy! How It Ends!||怒り爆発! クロVSルフィ決着の行方!|25|08.03.2000 00:00|5.58|19|0|3
